Date,Open,High,Low,Close,Adj Close,Volume
2021-09-27,246.000000,248.899994,245.279999,248.110001,242.696182,2463300
2021-09-28,247.289993,247.710007,242.910004,243.770004,238.450867,3007500
2021-09-29,244.380005,245.710007,243.149994,244.279999,238.949722,1719000
2021-09-30,244.770004,245.419998,240.820007,241.110001,235.848907,3136800
2021-10-01,243.070007,244.690002,240.250000,242.929993,237.629196,2076000
2021-10-04,242.059998,244.809998,241.860001,243.080002,237.775925,2236500
2021-10-05,243.970001,246.880005,243.009995,245.220001,239.869247,2463100
2021-10-06,244.559998,247.160004,243.020004,247.100006,241.708221,2107900
2021-10-07,248.000000,249.949997,247.679993,248.320007,242.901596,2423900
2021-10-08,249.250000,249.630005,247.110001,247.699997,242.295105,1687500
2021-10-11,248.100006,249.139999,246.449997,246.580002,241.199554,1504000
2021-10-12,247.729996,248.600006,244.179993,244.520004,239.184509,2346700
2021-10-13,243.270004,243.869995,239.899994,242.649994,237.355301,3214300
2021-10-14,242.880005,245.419998,242.039993,244.550003,239.213852,2512000
2021-10-15,245.240005,246.380005,241.990005,242.250000,236.964035,2564700
2021-10-18,242.419998,243.449997,241.130005,242.259995,236.973816,2484900
2021-10-19,243.220001,243.929993,241.529999,242.770004,237.472687,2071600
2021-10-20,240.399994,242.649994,239.289993,239.720001,234.489243,3040200
2021-10-21,240.169998,241.910004,239.309998,241.399994,236.132568,2702400
2021-10-22,240.710007,242.240005,238.000000,238.440002,233.237183,3283700
2021-10-25,239.229996,239.250000,236.500000,237.339996,232.161179,3178400
2021-10-26,237.470001,238.399994,236.139999,236.419998,231.261246,3066400
2021-10-27,241.050003,244.619995,238.850006,242.729996,237.433548,5249400
2021-10-28,243.399994,246.080002,242.529999,245.500000,240.143112,3448500
2021-10-29,243.000000,246.089996,242.470001,245.550003,240.192047,4329400
2021-11-01,245.800003,251.690002,245.339996,250.580002,245.112274,4456200
2021-11-02,251.759995,252.220001,248.160004,249.240005,243.801514,2624300
2021-11-03,247.990005,251.130005,247.910004,250.399994,244.936188,2399000
2021-11-04,251.119995,254.179993,250.199997,253.460007,247.929443,2711000
2021-11-05,254.690002,257.529999,254.619995,254.710007,249.152161,3224300
2021-11-08,254.779999,255.649994,251.929993,253.100006,247.577301,2471300
2021-11-09,252.910004,253.690002,250.449997,252.649994,247.137085,2258900
2021-11-10,250.809998,253.720001,250.809998,253.130005,247.606644,1794300
2021-11-11,253.330002,253.330002,249.259995,250.160004,244.701431,1640500
2021-11-12,250.149994,251.009995,248.889999,250.669998,245.200302,1625200
2021-11-15,250.669998,253.759995,250.669998,252.940002,247.420792,1709200
2021-11-16,253.500000,254.190002,252.380005,252.460007,246.951248,2195500
2021-11-17,252.410004,253.339996,250.520004,252.690002,247.176224,1412000
2021-11-18,253.160004,253.490005,251.080002,253.479996,247.948990,1751200
2021-11-19,253.289993,253.320007,250.229996,251.949997,246.452362,2743100
2021-11-22,252.669998,255.449997,252.210007,253.479996,247.948990,2438700
2021-11-23,254.809998,255.789993,253.050003,255.649994,250.071640,2770000
2021-11-24,254.500000,257.790009,254.050003,257.109985,251.499771,2642800
2021-11-26,252.509995,253.160004,248.270004,250.009995,244.554688,2573300
2021-11-29,251.850006,252.320007,249.830002,250.300003,244.838394,2084600
2021-11-30,247.380005,247.899994,243.949997,244.600006,240.589218,3836100
2021-12-01,245.759995,250.899994,244.110001,244.179993,240.176086,3275300
2021-12-02,245.660004,250.339996,245.000000,248.800003,244.720337,3290500
2021-12-03,250.320007,250.679993,247.570007,249.330002,245.241653,3229900
2021-12-06,252.399994,256.929993,252.369995,255.789993,251.595718,3616800
2021-12-07,256.950012,260.380005,256.450012,259.910004,255.648178,2596200
2021-12-08,260.000000,262.809998,259.089996,259.579987,255.323578,3453100
2021-12-09,259.500000,263.100006,258.359985,262.339996,258.038330,2955100
2021-12-10,263.880005,265.269989,262.429993,264.970001,260.625214,2529600
