,DBKGn.DE,EDP.LS,RDSa.AS,VIX,IXIC,MXNUSD=X,KBC.BR,EURUSD=X,AAL.L,FCHI,VWS.CO,DBK.DE,MT.AS,STOXX50E,NASDAQ,RIO.L,BP.L,ISP.MI,GDAXI,EDF.PA,BBVA.MC,MXN=X,STOXX,RWEG.DE,BNPP.PA,RDSa.L,REP.MC,S&P500,CBKG.DE,EQNR.OL,SGREN.MC,GBPUSD=X,SAN.MC,GLEN.L,CRDI.MI,ANTO.L,EONGn.DE,CHFUSD=X,SOGN.PA,EDPR.LS,INGA.AS,TOTF.PA,date
1,0.0007093154115613842,0.01871892366188943,0.006657528881926611,0.04350534493474201,-0.0007799845024142327,0.0067043160020190395,-0.010989043611791982,-0.009102837092803795,0.008900160656635459,-0.009753845862126242,-0.005469182593019872,0.0007093154115613842,-0.014093045296496687,-0.009447192080162758,-0.0007799845024142327,0.004578405188859325,0.04354049925144454,-0.02571770334928225,-0.007258207683019435,0.01860236393174297,-0.013723083788909851,-0.006656143620561772,-0.004159495623229703,0.049650946452079125,-0.011919812387932271,0.007208206265594708,0.0018672890216442362,-0.0003080229438562343,-0.008071367884451952,0.022529003378095602,0.01401230348598781,-0.005227254907085532,-0.006556455990324728,0.010869565217391353,-0.019260403084483735,0.005878030859661987,0.015426221817479435,-0.014798170231300922,-0.01524323911465586,0.019818976279650347,-0.019697964543663904,0.00034176350744496986,2015-07-02
2,-0.0335755439840022,-0.03818547229399938,-0.014394125656487011,0.013102977182669617,-0.0034476534492381417,-0.0032279800053276464,-0.039303466655115527,-0.0034965827202835253,-0.038118056570010106,-0.02564749863238125,-0.013892874095513652,-0.0335755439840022,-0.028470093109026928,-0.028311571212011777,-0.0034476534492381417,-0.020888720091150725,-0.01806125767802369,-0.06384284837323517,-0.01880468075631736,-0.029368163869694097,-0.03280542986425328,0.0032291207984733727,-0.01758936895736085,-0.05198324710519853,-0.05008221623253917,-0.01568951279933939,-0.03386138762729962,-0.003861756607829947,-0.03854389721627416,-0.033404385929020286,-0.011459386585776943,-0.0031425804917779576,-0.03566983792246803,-0.031867034213098666,-0.07037510085551613,-0.02264426588750912,-0.03119904337427981,0.004914471125110342,-0.04537395829786017,-0.03947972456006121,-0.036503683858004066,-0.022890263589346538,2015-07-06
3,-0.023588807486806362,-0.011940298507462699,-0.019735544493212687,-0.05408583186360971,0.0011057865409522805,-0.005360708053638419,-0.020541998964267227,0.004905843993433523,-0.05763136697058835,-0.022688951195390716,-0.02054593411637451,-0.023588807486806362,-0.06406441958905151,-0.02110127512004112,0.0011057865409522805,-0.03316524437548485,-0.025494789289872033,-0.028852459016393328,-0.019636110334978252,-0.00686498820925574,-0.023157894736842155,0.005400591584237224,-0.01568607560421087,-0.01221418918918904,-0.02828556805300053,-0.01957494407158833,-0.020257234726688167,0.0060809750474632995,-0.03741648106904227,-0.011029411764705843,-0.02659393112853725,0.0029641353126805825,-0.02264880518482193,-0.06865912596141055,-0.03873332232322624,-0.039611360239162896,-0.016522666068222613,0.001240547200271891,-0.027726154227008304,-0.031225107535446828,-0.03267292318387216,-0.020862493199883758,2015-07-07
4,0.007679343695133234,0.020241691842900256,0.009663861874928958,0.22187694220012433,-0.01754895400551648,-0.002196933775881149,0.009517042315225765,-0.003534259692514974,0.015979800783080034,0.007466356105386929,0.0020976385221105343,0.007679343695133234,0.0306756622248765,0.010111760279945425,-0.01754895400551648,-0.0032096288866599876,0.01110984143666971,0.03578663065496279,0.0066049436437625175,0.014848898369232089,0.012931034482758674,0.002195452187227165,0.00037563718344246766,0.008155801534112106,0.008514851485148522,0.02766685681688541,0.010173941581884005,-0.016652748966799358,0.008792225821379063,0.02379179925650554,0.01050788091068311,-0.00892188733809851,0.005502282447108708,0.031656495273465035,0.03388238218479045,0.0023346303501945442,0.010334959164075785,-0.003834896711436997,0.005728783922149816,0.026311461930603297,0.005389867049946151,0.00571355777375171,2015-07-08
5,0.018769120712996745,0.026058631921824116,0.0059820137195607526,0.015768006103763943,0.0025744917475458706,0.0023284915493180236,0.03788411378987644,0.005546805886317063,0.016083297523650897,0.02547956130613982,0.027212937091141143,0.018769120712996745,0.00529343272110383,0.027807672126220817,0.0025744917475458706,0.01770980076474138,0.00673434763513181,0.046284224250325856,0.023178877999114222,0.020181584258325058,0.030969267139479673,-0.0023295307479118676,0.021937333432507478,0.012526096033402823,0.02847046927154917,0.0016652789342215257,0.030214424951267027,0.0022622026295469055,0.017431192660550376,0.0029049310727291555,0.04090121317157713,-0.006009229845927888,0.0353162514772003,0.012820525754195788,0.043400133647770955,0.009316770186335477,0.02260408040352324,0.0010156589430521112,0.03683549367088612,0.03765422207979485,0.044317369549678354,0.025091751096975923,2015-07-09
6,0.04086070733661451,0.02539682539682553,0.0067393458870168566,-0.15723581157915945,0.0152974757230524,0.006542558235089535,0.028259040735760355,-0.0007189949245821614,0.004422704779943665,0.030658578415210025,0.0474526579330421,0.04086070733661451,0.0152924586195744,0.031806747039530237,0.0152974757230524,0.00435040537868292,0.002229813464987185,0.04423676012461053,0.029029448926641166,0.022502473912090704,0.03405182297638154,-0.006498683810873818,0.02031173579127543,0.02628865979381456,0.04028256891404025,0.009697977279024661,0.02617470829391344,0.012338484808258832,0.024797114517583374,-0.000724156376937457,0.031968031968031774,0.00026089853194144474,0.037477285013645334,0.01701600353205235,0.041598365398374915,0.010769230769230864,0.024598310419082337,-0.002426408707081662,0.036503453228985405,0.015750463248919155,0.038672142368241014,0.024015725666782117,2015-07-10
7,0.033299035470796934,0.0033774275260343156,0.01043512502461108,-0.17409387997623282,0.014768707229345868,-0.0020253721032469363,0.02764598351634251,0.005964901180054216,0.0176129918887602,0.019381790880243388,0.023068422114566722,0.033299035470796934,0.01542267547662779,0.01746194098569931,0.014768707229345868,0.024020476471746433,0.004215428571428426,0.019093078758949833,0.014913001021138017,0.012091899012909302,0.023062423772036933,0.0020254132034012162,0.019701654414660208,0.01481667503766948,0.023490511158358984,-0.002195389681668547,0.014751075599262586,0.011066049496427866,0.025076990761108586,-0.013043499999999986,0.028073572120038692,0.009231837970283596,0.021302742847815637,0.021832242132231228,0.01629886396168967,0.015220700152207112,0.00814629195519978,0.00837184965553317,0.02603060009350755,0.026451809060504594,0.020757825370675498,0.007441605424701514,2015-07-13
8,0.007631759979628505,-0.0022440392706872814,0.01636788776305531,-0.03812949640287777,0.006581939607764653,0.004562402655633013,0.0052531359439669245,-0.01245210727969337,-0.009906640720929505,0.006876636387045165,-0.001358326519560027,0.007631759979628505,-0.003797121874799858,0.0046679671564191505,0.006581939607764653,-0.007690828686791051,0.0008162453586635365,-0.0011709601873536313,0.0028317164993940658,-0.0023894385849193567,0.005635634550774871,-0.004532077318637473,0.004641066038867825,-0.01781742143033882,0.010579182356105221,0.011001100110010986,0.002422713506965435,0.004453158965322279,0.0,0.03450805509195409,-0.010357815442561202,-0.0021674540310262502,-0.005744397368457443,-0.007388143148278181,-0.010425968154767151,-0.013493253373313308,-0.005247403025497643,-0.010910926531026544,0.005165859258408734,0.0082938388625593,0.004841833440929477,0.009513128360674417,2015-07-14
9,0.009931389300653626,0.008152937868990628,0.0003834355828220559,-0.010471204188481575,-0.0011655874740327254,-0.00855089032621792,0.015201883920763715,0.001595929560728182,0.005635450258769437,0.0029349441465098547,0.01060934150256787,0.009931389300653626,-0.009295205691669972,0.004624146849160793,-0.0011655874740327254,0.006394109668668824,-0.004776856643740279,0.014654161781946229,0.001976205769547823,0.02658682634730547,-0.001293242806336914,0.008620139199284838,0.004343487451975436,-0.0007558075462741343,-0.0012420155918734244,-0.007344940152339552,0.006948761749169918,-0.0007349861476158015,0.01244635193133048,0.0,0.008246114811290672,0.009992074805567741,0.007905926430833654,-0.013478197383083534,0.0024325460879803806,-0.005319148936170248,0.008517155216421823,0.005852560709149968,0.009479237311083688,-0.001175088131609825,0.00289110183103114,0.0033259868437245377,2015-07-15
10,0.016668409573037613,0.012269938650306678,0.009965504024530558,-0.08465608465608476,0.012598743217870023,-0.0018797289399278272,0.011230712662132047,-0.005854832848837255,0.018183855859546405,0.014712944610751899,0.016150740242261152,0.016668409573037613,-0.0007198452040718673,0.014498255539990179,0.012598743217870023,0.009819021948402007,-0.011941011304972937,0.021374927787406017,0.015347038613430675,0.013065748950070066,0.010683068954354225,0.0018865535578627135,0.013498972610801685,0.015632829046898777,0.022384046502326393,0.006029049054535385,0.0156014392078343,0.00801468054732779,0.018651971174226345,0.0035486161908566682,0.02170493865995593,-0.00018737645464550479,0.020210152461746622,0.0006117822260822692,0.020210495377715798,0.006111535523300127,0.016899332196646855,-0.007697853350555062,0.015386355922615724,0.009411764705882453,0.018577834721332565,0.010828773480662912,2015-07-16
